"id","text","timestamp"
"130","Quick shipping and top-notch product quality. I'll purchase again!","2025-04-01T12:29:33"
"131","The shipment arrived behind schedule, and the customer service did not respond.","2025-04-01T12:29:34"
"132","I am impressed with the product quality, although the packaging arrived damaged.","2025-04-01T12:29:34"
"133","The mobile browsing experience is sluggish on the website.","2025-04-01T12:29:34"
"134","Excellent service! The team was extremely helpful in resolving my problem.","2025-04-01T12:29:34"
"135","I got the incorrect item in my order, and the refund process is taking too long.","2025-04-01T12:29:34"
"136","The chatbot is helpful, though it occasionally provides unrelated responses.","2025-04-01T12:29:34"
"137","What causes the discrepancy between the website price and the in-store price?","2025-04-01T12:29:34"
"138","I had a fantastic time! The team was incredibly welcoming.","2025-04-01T12:29:34"
"139","The application on my phone crashes every time I attempt to complete the checkout process.","2025-04-01T12:29:34"
"140","Quick shipping and outstanding quality. I'll purchase again!","2025-04-01T12:29:34"
"141","The shipment arrived behind schedule, and the customer service team did not respond.","2025-04-01T12:29:36"
"142","I am impressed with the quality of the product, although the packaging arrived damaged.","2025-04-01T12:29:36"
"143","The mobile browsing experience on the website is sluggish.","2025-04-01T12:29:36"
"144","Excellent service! The team was incredibly helpful in addressing my problem.","2025-04-01T12:29:36"
"145","I got an incorrect item in my order, and the refund process is taking too long.","2025-04-01T12:29:36"
"146","The chatbot can be helpful, though it occasionally provides answers that aren't pertinent.","2025-04-01T12:29:36"
"147","Why is the online price different from the in-store price?","2025-04-01T12:29:36"
"148","My experience was fantastic! The team was extremely welcoming.","2025-04-01T12:29:36"
"149","The app repeatedly crashes whenever I attempt to complete my purchase.","2025-04-01T12:29:36"
"150","Quick shipping and top-notch product quality. I plan to purchase again!","2025-04-01T12:29:36"
"151","The package arrived behind schedule, and the customer service did not respond.","2025-04-01T12:29:43"
"152","I am impressed with the product's quality, although the packaging was harmed.","2025-04-01T12:29:43"
"153","The website runs too sluggishly when accessed on a mobile device.","2025-04-01T12:29:43"
"154","Excellent service! The team was incredibly helpful in solving my problem.","2025-04-01T12:29:43"
"155","I got the incorrect item in my order, and the refund process is taking too long.","2025-04-01T12:29:43"
"156","The chatbot is helpful, though it occasionally provides unrelated responses.","2025-04-01T12:29:43"
"157","Why does the price online differ from the price in the physical store?","2025-04-01T12:29:43"
"158","I had a wonderful time! The team was incredibly welcoming.","2025-04-01T12:29:43"
"159","The app crashes whenever I attempt to complete the checkout process.","2025-04-01T12:29:43"
"160","Quick shipping and top-notch product quality. I'll definitely purchase again!","2025-04-01T12:29:43"
"161","The package arrived behind schedule, and customer service did not respond.","2025-04-01T12:29:45"
"162","I am impressed by the quality of the product, but the packaging was damaged.","2025-04-01T12:29:45"
"163","The mobile browsing experience on the website is too sluggish.","2025-04-01T12:29:45"
"164","Excellent service! The staff was extremely supportive in addressing my problem.","2025-04-01T12:29:45"
"165","I got an incorrect item in my order, and the refund process is taking too long.","2025-04-01T12:29:45"
"166","The chatbot is helpful, although it occasionally provides unrelated responses.","2025-04-01T12:29:45"
"167","Why does the website show a different price than the one in the store?","2025-04-01T12:29:45"
"168","I had a fantastic time! The team was extremely welcoming.","2025-04-01T12:29:45"
"169","The mobile application crashes every time I attempt to complete a purchase.","2025-04-01T12:29:45"
"170","Quick shipping and top-notch product quality. I'll make another purchase!","2025-04-01T12:29:45"
"171","The shipment arrived behind schedule and the customer service team did not respond.","2025-04-01T12:29:47"
"172","I am impressed with the product quality, although the packaging arrived damaged.","2025-04-01T12:29:47"
"173","The website loads very slowly when accessed on a mobile device.","2025-04-01T12:29:47"
"174","Excellent service! The team provided significant assistance in resolving my problem.","2025-04-01T12:29:47"
"175","I received an incorrect item in my order, and getting a refund is taking an excessive amount of time.","2025-04-01T12:29:47"
"176","The chatbot is helpful, although it occasionally provides answers that are off-topic.","2025-04-01T12:29:47"
"177","Why does the price differ between the website and the physical store?","2025-04-01T12:29:47"
"178","I had a wonderful time! The team was incredibly welcoming.","2025-04-01T12:29:47"
"179","The app crashes whenever I attempt to complete the checkout process.","2025-04-01T12:29:47"
"180","The product arrived quickly and the quality was outstanding. I'll definitely purchase again!","2025-04-01T12:29:47"
"181","The shipment arrived behind schedule, and customer service did not respond.","2025-04-01T12:29:48"
"182","I am impressed with the product's quality, but the packaging was harmed.","2025-04-01T12:29:48"
"183","The website takes too long to load when accessed on a mobile device.","2025-04-01T12:29:48"
"184","Excellent service! The team was incredibly helpful in addressing my problem.","2025-04-01T12:29:48"
"185","I got an incorrect item in my order, and the refund process is taking too much time.","2025-04-01T12:29:48"
"186","The chatbot is helpful, although it occasionally provides unrelated responses.","2025-04-01T12:29:48"
"187","Why does the in-store price differ from the online price?","2025-04-01T12:29:48"
"188","I had a fantastic time! The team was incredibly welcoming.","2025-04-01T12:29:48"
"189","The mobile application consistently crashes whenever I attempt to complete the checkout process.","2025-04-01T12:29:48"
"190","Speedy shipping and outstanding product quality. I'll definitely purchase again!","2025-04-01T12:29:48"
"191","The shipment arrived behind schedule, and customer service did not respond.","2025-04-01T12:29:50"
"192","I am impressed with the quality of the product, although the packaging arrived damaged.","2025-04-01T12:29:50"
"193","The website takes too long to load when using a mobile device.","2025-04-01T12:29:50"
"194","Excellent service! The team was incredibly helpful in addressing my problem.","2025-04-01T12:29:50"
"195","I got an incorrect item in my order, and the refund process is dragging on.","2025-04-01T12:29:50"
"196","The chatbot is helpful, although it occasionally provides off-topic responses.","2025-04-01T12:29:50"
"197","Why does the price online differ from the price in the physical store?","2025-04-01T12:29:50"
"198","I had a wonderful time! The team was incredibly welcoming.","2025-04-01T12:29:50"
"199","The app on my phone crashes whenever I attempt to complete the checkout process.","2025-04-01T12:29:50"
"200","Speedy delivery and top-notch product quality. I will purchase again!","2025-04-01T12:29:50"
"201","The order arrived behind schedule, and customer service did not respond.","2025-04-01T12:29:51"
"202","I’m impressed with the product's quality, but the packaging arrived damaged.","2025-04-01T12:29:51"
"203","The site loads very slowly on mobile devices.","2025-04-01T12:29:51"
"204","Excellent service! The team was incredibly helpful in solving my problem.","2025-04-01T12:29:51"
"205","I got an incorrect item in my order, and the refund process is taking too much time.","2025-04-01T12:29:51"
"206","The chatbot is helpful, although it occasionally provides unrelated responses.","2025-04-01T12:29:51"
"207","Why does the website show a different price than the in-store price?","2025-04-01T12:29:51"
"208","I had a wonderful time! The team was extremely welcoming.","2025-04-01T12:29:51"
"209","The app crashes whenever I attempt to complete the checkout process.","2025-04-01T12:29:51"
"210","Quick shipping and top-notch product quality. I'll definitely purchase again!","2025-04-01T12:29:51"
